time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
1990-06-15 11:00:00+00:00,32.68,13.2,996.0,870.67,173.0,341.95,2.34,116.0,87510.0
1990-06-15 12:00:00+00:00,33.95,11.5,1049.0,884.12,175.0,347.95,1.79,148.0,87470.0
1990-06-15 13:00:00+00:00,34.93,10.4,1041.0,892.32,168.0,352.8,1.86,180.0,87400.0
1990-06-15 14:00:00+00:00,35.56,9.75,953.0,848.87,176.0,357.05,2.07,194.0,87320.0
1990-06-15 15:00:00+00:00,35.78,9.1,804.0,767.6,187.0,371.95,1.93,207.0,87270.0
1990-06-15 16:00:00+00:00,35.75,8.75,623.0,695.48,170.0,368.45,1.24,215.0,87220.0
1990-06-15 17:00:00+00:00,35.29,9.0,234.0,57.65,207.0,378.15,0.62,304.0,87180.0
1990-06-15 18:00:00+00:00,34.71,10.05,115.0,41.15,104.0,362.5,2.34,343.0,87190.0
1990-06-15 19:00:00+00:00,33.93,10.25,3.0,0.0,3.0,352.2,1.38,7.0,87190.0
1990-06-15 20:00:00+00:00,32.14,12.6,0.0,0.0,0.0,352.6,2.14,9.0,87230.0
1990-06-15 21:00:00+00:00,30.35,16.65,0.0,0.0,0.0,342.35,2.28,351.0,87310.0
1990-06-15 22:00:00+00:00,28.27,21.15,0.0,0.0,0.0,333.65,2.69,334.0,87370.0
1990-06-15 23:00:00+00:00,26.43,26.0,0.0,0.0,0.0,337.7,2.69,320.0,87390.0
1990-06-16 00:00:00+00:00,24.68,29.7,0.0,0.0,0.0,315.65,2.41,320.0,87380.0
1990-06-16 01:00:00+00:00,23.3,34.0,0.0,0.0,0.0,312.05,2.14,319.0,87340.0
1990-06-16 02:00:00+00:00,22.29,36.3,0.0,0.0,0.0,313.9,1.93,323.0,87310.0
1990-06-16 03:00:00+00:00,21.53,37.5,0.0,0.0,0.0,320.85,1.72,326.0,87310.0
1990-06-16 04:00:00+00:00,20.66,38.65,0.0,0.0,0.0,318.15,1.66,324.0,87300.0
1990-06-16 05:00:00+00:00,19.96,39.95,0.0,0.0,0.0,325.1,1.59,321.0,87310.0
1990-06-16 06:00:00+00:00,19.38,41.15,88.0,273.22,50.0,317.75,1.59,322.0,87350.0
1990-06-16 07:00:00+00:00,21.91,34.85,284.0,499.38,112.0,324.15,1.1,322.0,87380.0
1990-06-16 08:00:00+00:00,26.62,23.4,506.0,681.26,138.0,314.65,1.1,348.0,87380.0
1990-06-16 09:00:00+00:00,29.56,17.85,666.0,625.52,220.0,327.45,1.31,55.0,87410.0
1990-06-16 10:00:00+00:00,31.9,14.6,873.0,824.8,171.0,337.1,2.62,97.0,87390.0
1990-06-16 11:00:00+00:00,33.51,11.85,959.0,777.68,224.0,350.5,2.48,128.0,87370.0
1990-06-16 12:00:00+00:00,34.55,10.75,1022.0,820.36,211.0,356.5,2.48,165.0,87340.0
1990-06-16 13:00:00+00:00,35.35,9.35,773.0,310.66,469.0,362.1,2.97,177.0,87280.0
1990-06-16 14:00:00+00:00,35.64,8.75,788.0,437.89,387.0,377.4,3.59,187.0,87200.0
1990-06-16 15:00:00+00:00,35.76,8.05,596.0,258.58,388.0,367.7,4.48,197.0,87170.0
1990-06-16 16:00:00+00:00,35.17,8.65,555.0,466.17,251.0,376.6,4.9,204.0,87170.0
1990-06-16 17:00:00+00:00,33.62,9.85,130.0,0.0,130.0,373.5,4.0,197.0,87230.0
1990-06-16 18:00:00+00:00,32.88,10.9,62.0,0.0,62.0,391.7,1.93,194.0,87250.0
1990-06-16 19:00:00+00:00,32.2,11.7,27.0,126.98,19.0,379.9,1.93,20.0,87230.0
1990-06-16 20:00:00+00:00,30.95,13.35,0.0,0.0,0.0,369.45,3.38,34.0,87270.0
1990-06-16 21:00:00+00:00,29.5,14.65,0.0,0.0,0.0,356.5,3.52,37.0,87320.0
1990-06-16 22:00:00+00:00,28.55,15.7,0.0,0.0,0.0,351.45,3.31,30.0,87390.0
1990-06-16 23:00:00+00:00,27.53,16.75,0.0,0.0,0.0,352.2,2.62,12.0,87410.0
1990-06-17 00:00:00+00:00,26.31,18.55,0.0,0.0,0.0,346.4,2.34,1.0,87380.0
1990-06-17 01:00:00+00:00,24.8,22.05,0.0,0.0,0.0,327.95,2.48,360.0,87340.0
1990-06-17 02:00:00+00:00,23.5,24.4,0.0,0.0,0.0,324.75,2.21,353.0,87300.0
1990-06-17 03:00:00+00:00,22.51,27.05,0.0,0.0,0.0,326.3,1.52,352.0,87280.0
1990-06-17 04:00:00+00:00,21.31,31.05,0.0,0.0,0.0,319.5,1.52,5.0,87270.0
1990-06-17 05:00:00+00:00,20.46,30.9,0.0,0.0,0.0,315.25,1.59,17.0,87270.0
1990-06-17 06:00:00+00:00,20.9,29.75,82.0,223.59,51.0,306.95,1.31,25.0,87300.0
1990-06-17 07:00:00+00:00,24.0,22.75,263.0,386.68,130.0,309.25,0.76,343.0,87360.0
1990-06-17 08:00:00+00:00,26.17,18.55,476.0,555.85,176.0,323.75,0.9,30.0,87400.0
1990-06-17 09:00:00+00:00,28.96,15.7,682.0,686.22,193.0,330.75,2.28,72.0,87420.0
1990-06-17 10:00:00+00:00,31.29,12.9,841.0,732.24,218.0,334.6,3.03,96.0,87410.0
1990-06-17 11:00:00+00:00,33.07,11.35,956.0,774.64,224.0,340.6,3.31,122.0,87390.0
1990-06-17 12:00:00+00:00,34.4,9.95,1001.0,770.78,239.0,347.55,3.38,158.0,87390.0
1990-06-17 13:00:00+00:00,35.33,8.3,833.0,414.8,427.0,348.35,3.79,188.0,87320.0
1990-06-17 14:00:00+00:00,35.64,8.05,869.0,626.53,295.0,377.75,4.21,195.0,87240.0
1990-06-17 15:00:00+00:00,35.05,8.6,546.0,181.37,400.0,375.65,4.14,183.0,87220.0
1990-06-17 16:00:00+00:00,34.64,8.25,98.0,0.0,98.0,381.65,4.07,168.0,87170.0
1990-06-17 17:00:00+00:00,34.24,8.85,38.0,0.0,38.0,376.0,4.28,149.0,87170.0
1990-06-17 18:00:00+00:00,33.9,9.1,127.0,63.12,110.0,370.4,3.17,160.0,87180.0
1990-06-17 19:00:00+00:00,30.01,21.5,30.0,156.22,20.0,366.95,5.86,315.0,87310.0
1990-06-17 20:00:00+00:00,28.04,30.5,0.0,0.0,0.0,347.2,4.21,338.0,87380.0
1990-06-17 21:00:00+00:00,27.13,33.8,0.0,0.0,0.0,352.8,3.45,356.0,87420.0
1990-06-17 22:00:00+00:00,26.02,36.05,0.0,0.0,0.0,334.0,2.34,6.0,87460.0
1990-06-17 23:00:00+00:00,24.86,42.65,0.0,0.0,0.0,333.45,0.83,354.0,87500.0
1990-06-18 00:00:00+00:00,24.49,39.7,0.0,0.0,0.0,324.15,0.62,312.0,87510.0
1990-06-18 01:00:00+00:00,22.32,48.45,0.0,0.0,0.0,333.35,1.45,327.0,87490.0
1990-06-18 02:00:00+00:00,21.36,49.95,0.0,0.0,0.0,324.55,2.0,331.0,87440.0
1990-06-18 03:00:00+00:00,20.4,51.5,0.0,0.0,0.0,317.55,2.0,327.0,87410.0
1990-06-18 04:00:00+00:00,19.28,53.15,0.0,0.0,0.0,311.55,1.59,321.0,87390.0
1990-06-18 05:00:00+00:00,19.69,49.55,0.0,0.0,0.0,315.05,1.03,333.0,87410.0
1990-06-18 06:00:00+00:00,20.69,44.7,75.0,166.49,52.0,317.4,0.83,335.0,87460.0
1990-06-18 07:00:00+00:00,22.38,37.65,271.0,439.69,120.0,316.6,0.62,290.0,87520.0
1990-06-18 08:00:00+00:00,25.08,28.75,427.0,385.75,219.0,317.0,1.1,257.0,87560.0
1990-06-18 09:00:00+00:00,27.75,21.0,603.0,453.55,280.0,327.85,2.62,251.0,87580.0
1990-06-18 10:00:00+00:00,29.34,17.7,645.0,283.37,404.0,339.65,4.0,254.0,87610.0
1990-06-18 11:00:00+00:00,29.98,17.85,974.0,840.4,180.0,348.55,4.41,260.0,87610.0
1990-06-18 12:00:00+00:00,30.77,16.75,1021.0,839.57,191.0,354.35,3.59,272.0,87580.0
1990-06-18 13:00:00+00:00,31.56,15.75,512.0,49.03,464.0,357.45,3.1,262.0,87530.0
1990-06-18 14:00:00+00:00,32.41,14.7,800.0,474.61,365.0,362.65,3.1,251.0,87430.0
1990-06-18 15:00:00+00:00,33.25,13.3,315.0,8.69,308.0,369.85,3.45,241.0,87350.0
1990-06-18 16:00:00+00:00,33.34,13.3,158.0,0.0,158.0,364.4,3.79,227.0,87310.0
1990-06-18 17:00:00+00:00,32.85,13.2,344.0,303.61,201.0,382.8,3.03,231.0,87290.0
1990-06-18 18:00:00+00:00,30.28,19.35,208.0,444.06,88.0,376.6,5.03,267.0,87390.0
1990-06-18 19:00:00+00:00,27.88,27.25,29.0,138.54,20.0,363.65,5.1,320.0,87480.0
1990-06-18 20:00:00+00:00,27.04,28.25,0.0,0.0,0.0,363.05,3.38,327.0,87490.0
1990-06-18 21:00:00+00:00,26.21,32.35,0.0,0.0,0.0,346.8,2.69,344.0,87530.0
1990-06-18 22:00:00+00:00,25.14,35.8,0.0,0.0,0.0,332.65,2.28,349.0,87540.0
1990-06-18 23:00:00+00:00,24.03,41.0,0.0,0.0,0.0,326.1,1.93,339.0,87560.0
1990-06-19 00:00:00+00:00,22.83,45.25,0.0,0.0,0.0,320.85,1.93,328.0,87520.0
1990-06-19 01:00:00+00:00,21.68,50.05,0.0,0.0,0.0,314.6,2.0,324.0,87500.0
1990-06-19 02:00:00+00:00,20.55,55.45,0.0,0.0,0.0,308.5,1.86,322.0,87460.0
1990-06-19 03:00:00+00:00,19.42,61.3,0.0,0.0,0.0,307.7,1.72,321.0,87440.0
1990-06-19 04:00:00+00:00,18.35,65.55,0.0,0.0,0.0,307.3,1.66,316.0,87420.0
1990-06-19 05:00:00+00:00,17.51,65.45,0.0,0.0,0.0,308.5,1.66,313.0,87420.0
1990-06-19 06:00:00+00:00,17.03,65.35,81.0,218.04,51.0,306.55,1.52,310.0,87470.0
1990-06-19 07:00:00+00:00,20.05,55.3,274.0,457.94,117.0,305.55,1.1,319.0,87550.0
1990-06-19 08:00:00+00:00,24.36,39.55,481.0,592.22,162.0,314.3,0.97,336.0,87550.0
1990-06-19 09:00:00+00:00,27.02,26.25,626.0,519.89,256.0,332.65,0.69,344.0,87580.0
1990-06-19 10:00:00+00:00,29.34,19.85,640.0,276.43,405.0,345.45,0.28,307.0,87580.0
1990-06-19 11:00:00+00:00,31.07,16.25,778.0,375.83,423.0,354.15,1.1,258.0,87570.0
1990-06-19 12:00:00+00:00,32.42,14.15,826.0,391.47,439.0,354.15,2.14,274.0,87550.0
1990-06-19 13:00:00+00:00,32.96,13.7,794.0,351.33,450.0,378.55,2.83,275.0,87520.0
1990-06-19 14:00:00+00:00,32.85,13.2,879.0,659.83,274.0,379.7,3.1,283.0,87460.0
1990-06-19 15:00:00+00:00,33.17,12.8,773.0,682.3,223.0,399.65,3.31,295.0,87430.0
1990-06-19 16:00:00+00:00,33.07,12.8,610.0,654.16,182.0,382.4,3.79,306.0,87390.0
1990-06-19 17:00:00+00:00,32.1,14.15,359.0,353.96,192.0,375.85,4.21,320.0,87410.0
1990-06-19 18:00:00+00:00,30.35,17.3,105.0,25.82,98.0,383.0,4.55,332.0,87490.0
1990-06-19 19:00:00+00:00,29.88,16.55,19.0,30.37,17.0,363.05,5.45,327.0,87460.0
1990-06-19 20:00:00+00:00,28.32,18.9,0.0,0.0,0.0,374.45,5.24,332.0,87540.0
1990-06-19 21:00:00+00:00,26.71,20.1,0.0,0.0,0.0,341.4,5.24,334.0,87630.0
1990-06-19 22:00:00+00:00,25.28,23.0,0.0,0.0,0.0,325.5,4.28,346.0,87670.0
1990-06-19 23:00:00+00:00,24.15,25.5,0.0,0.0,0.0,320.65,2.83,359.0,87680.0
1990-06-20 00:00:00+00:00,22.91,30.3,0.0,0.0,0.0,313.3,2.0,350.0,87650.0
1990-06-20 01:00:00+00:00,21.8,33.6,0.0,0.0,0.0,318.05,2.0,323.0,87640.0
1990-06-20 02:00:00+00:00,20.91,37.25,0.0,0.0,0.0,321.85,2.21,316.0,87620.0
1990-06-20 03:00:00+00:00,20.25,39.95,0.0,0.0,0.0,322.05,2.14,322.0,87600.0
1990-06-20 04:00:00+00:00,19.85,42.85,0.0,0.0,0.0,326.3,1.79,353.0,87550.0
1990-06-20 05:00:00+00:00,19.04,44.3,0.0,0.0,0.0,325.9,1.31,5.0,87520.0
1990-06-20 06:00:00+00:00,19.53,42.85,8.0,0.0,8.0,314.5,0.9,315.0,87580.0
1990-06-20 07:00:00+00:00,21.65,37.5,33.0,0.0,33.0,311.0,0.69,298.0,87630.0
1990-06-20 08:00:00+00:00,24.86,27.6,454.0,483.22,194.0,325.1,0.28,284.0,87650.0
1990-06-20 09:00:00+00:00,27.36,21.0,614.0,486.52,268.0,336.35,0.28,94.0,87670.0
1990-06-20 10:00:00+00:00,29.53,17.7,607.0,223.59,417.0,348.15,0.41,148.0,87660.0
1990-06-20 11:00:00+00:00,31.05,14.95,767.0,356.85,430.0,365.95,1.24,226.0,87660.0
1990-06-20 12:00:00+00:00,32.32,13.65,552.0,68.79,484.0,378.75,2.28,232.0,87630.0
1990-06-20 13:00:00+00:00,33.23,11.85,266.0,0.0,266.0,384.55,3.31,238.0,87570.0
1990-06-20 14:00:00+00:00,33.59,11.1,761.0,391.39,402.0,388.0,4.28,242.0,87480.0
1990-06-20 15:00:00+00:00,32.99,11.8,672.0,412.84,339.0,384.15,4.55,230.0,87440.0
1990-06-20 16:00:00+00:00,32.27,12.15,614.0,667.24,177.0,370.0,2.55,249.0,87430.0
1990-06-20 17:00:00+00:00,31.49,14.5,428.0,643.3,124.0,359.75,4.41,319.0,87470.0
1990-06-20 18:00:00+00:00,29.58,19.95,223.0,525.89,80.0,371.2,5.93,336.0,87510.0
1990-06-20 19:00:00+00:00,29.06,19.85,25.0,59.99,21.0,367.9,4.0,300.0,87510.0
1990-06-20 20:00:00+00:00,27.96,22.65,0.0,0.0,0.0,352.2,2.28,313.0,87530.0
1990-06-20 21:00:00+00:00,26.94,26.1,0.0,0.0,0.0,350.1,1.24,325.0,87580.0
1990-06-20 22:00:00+00:00,25.88,28.9,0.0,0.0,0.0,348.15,1.72,325.0,87620.0
1990-06-20 23:00:00+00:00,24.98,31.95,0.0,0.0,0.0,337.7,2.14,325.0,87620.0
1990-06-21 00:00:00+00:00,23.41,37.9,0.0,0.0,0.0,325.5,1.93,325.0,87610.0
1990-06-21 01:00:00+00:00,21.8,43.4,0.0,0.0,0.0,317.1,1.79,324.0,87580.0
1990-06-21 02:00:00+00:00,20.22,49.7,0.0,0.0,0.0,311.95,1.59,317.0,87520.0
1990-06-21 03:00:00+00:00,19.16,53.15,0.0,0.0,0.0,314.85,1.52,312.0,87500.0
1990-06-21 04:00:00+00:00,18.49,54.95,0.0,0.0,0.0,316.6,1.52,312.0,87480.0
1990-06-21 05:00:00+00:00,18.11,54.85,0.0,0.0,0.0,310.8,1.31,303.0,87510.0
1990-06-21 06:00:00+00:00,18.31,51.0,83.0,249.47,49.0,307.7,1.03,298.0,87560.0
1990-06-21 07:00:00+00:00,21.53,38.9,275.0,462.63,117.0,310.2,0.83,300.0,87570.0
1990-06-21 08:00:00+00:00,24.82,28.65,503.0,682.88,136.0,313.9,0.9,305.0,87600.0
1990-06-21 09:00:00+00:00,27.82,20.25,705.0,776.76,153.0,323.2,0.97,294.0,87570.0
1990-06-21 10:00:00+00:00,30.36,16.0,870.0,828.86,166.0,333.25,1.24,274.0,87570.0
1990-06-21 11:00:00+00:00,32.12,12.15,985.0,858.99,174.0,344.65,1.79,266.0,87550.0
1990-06-21 12:00:00+00:00,33.15,11.4,1044.0,884.17,170.0,353.0,2.69,270.0,87520.0
1990-06-21 13:00:00+00:00,34.17,10.35,988.0,765.75,238.0,362.3,3.31,279.0,87470.0
1990-06-21 14:00:00+00:00,33.78,11.1,426.0,25.07,403.0,369.65,4.0,304.0,87420.0
1990-06-21 15:00:00+00:00,33.64,11.1,73.0,0.0,73.0,376.4,4.14,322.0,87380.0
1990-06-21 16:00:00+00:00,32.88,11.8,583.0,550.68,222.0,366.55,5.1,312.0,87420.0
1990-06-21 17:00:00+00:00,31.37,13.95,427.0,631.77,128.0,363.25,6.14,306.0,87470.0
1990-06-21 18:00:00+00:00,29.47,17.7,105.0,22.0,99.0,363.05,4.55,291.0,87490.0
1990-06-21 19:00:00+00:00,28.23,19.6,34.0,177.93,22.0,343.3,4.07,280.0,87450.0
1990-06-21 20:00:00+00:00,26.66,21.7,0.0,0.0,0.0,324.75,2.62,283.0,87440.0
1990-06-21 21:00:00+00:00,25.28,26.7,0.0,0.0,0.0,315.25,2.69,296.0,87500.0
1990-06-21 22:00:00+00:00,23.97,30.55,0.0,0.0,0.0,306.55,2.9,307.0,87560.0
1990-06-21 23:00:00+00:00,22.93,33.85,0.0,0.0,0.0,301.5,3.1,315.0,87600.0
1990-06-22 00:00:00+00:00,21.91,34.85,0.0,0.0,0.0,299.0,2.97,322.0,87580.0
1990-06-22 01:00:00+00:00,20.77,37.25,0.0,0.0,0.0,296.95,2.48,322.0,87550.0
1990-06-22 02:00:00+00:00,19.62,39.8,0.0,0.0,0.0,294.75,2.14,320.0,87510.0
1990-06-22 03:00:00+00:00,18.62,42.6,0.0,0.0,0.0,292.05,1.93,317.0,87480.0
1990-06-22 04:00:00+00:00,17.68,45.55,0.0,0.0,0.0,289.7,1.79,313.0,87460.0
1990-06-22 05:00:00+00:00,16.63,48.9,0.0,0.0,0.0,287.75,1.66,309.0,87460.0
1990-06-22 06:00:00+00:00,15.83,54.35,89.0,309.86,47.0,285.85,1.38,305.0,87480.0
1990-06-22 07:00:00+00:00,19.07,47.65,294.0,566.32,101.0,287.55,0.97,310.0,87520.0
1990-06-22 08:00:00+00:00,23.85,29.45,511.0,694.91,138.0,294.55,0.83,326.0,87540.0
1990-06-22 09:00:00+00:00,27.01,19.5,716.0,788.64,156.0,306.15,0.69,344.0,87520.0
1990-06-22 10:00:00+00:00,29.53,14.65,882.0,839.87,169.0,315.65,0.34,11.0,87500.0
1990-06-22 11:00:00+00:00,31.39,10.65,1009.0,893.12,166.0,324.95,0.28,143.0,87480.0
1990-06-22 12:00:00+00:00,32.67,9.7,1058.0,894.35,174.0,330.95,0.9,176.0,87460.0
1990-06-22 13:00:00+00:00,33.67,9.1,1052.0,903.47,167.0,336.35,1.03,200.0,87400.0
1990-06-22 14:00:00+00:00,34.4,8.5,981.0,896.65,158.0,340.6,0.9,214.0,87340.0
1990-06-22 15:00:00+00:00,34.81,8.25,831.0,823.48,166.0,344.5,0.62,240.0,87260.0
1990-06-22 16:00:00+00:00,34.92,7.9,657.0,784.89,142.0,345.45,0.34,308.0,87210.0
1990-06-22 17:00:00+00:00,34.82,7.9,443.0,677.29,122.0,342.55,1.66,329.0,87190.0
1990-06-22 18:00:00+00:00,33.8,9.1,217.0,464.53,90.0,344.65,4.0,333.0,87180.0
1990-06-22 19:00:00+00:00,31.97,10.7,30.0,117.41,22.0,345.25,5.45,336.0,87230.0
1990-06-22 20:00:00+00:00,29.83,14.2,0.0,0.0,0.0,339.65,5.59,340.0,87260.0
1990-06-22 21:00:00+00:00,28.03,16.2,0.0,0.0,0.0,323.4,4.41,339.0,87320.0
1990-06-22 22:00:00+00:00,26.54,18.65,0.0,0.0,0.0,323.55,3.66,331.0,87360.0
1990-06-22 23:00:00+00:00,25.04,22.15,0.0,0.0,0.0,319.3,3.17,324.0,87380.0
1990-06-23 00:00:00+00:00,23.44,27.2,0.0,0.0,0.0,306.55,2.76,323.0,87370.0
1990-06-23 01:00:00+00:00,22.09,31.3,0.0,0.0,0.0,302.0,2.69,325.0,87360.0
1990-06-23 02:00:00+00:00,20.97,34.7,0.0,0.0,0.0,302.5,2.55,326.0,87330.0
1990-06-23 03:00:00+00:00,19.97,38.5,0.0,0.0,0.0,299.2,2.34,322.0,87290.0
1990-06-23 04:00:00+00:00,19.26,42.7,0.0,0.0,0.0,299.95,2.0,317.0,87290.0
1990-06-23 05:00:00+00:00,18.63,44.2,0.0,0.0,0.0,296.65,1.79,318.0,87320.0
1990-06-23 06:00:00+00:00,18.33,45.7,87.0,289.43,48.0,299.75,1.66,320.0,87350.0
1990-06-23 07:00:00+00:00,20.48,38.65,286.0,532.32,105.0,305.55,1.38,326.0,87380.0
1990-06-23 08:00:00+00:00,25.09,25.75,503.0,680.9,138.0,314.3,1.17,4.0,87380.0
1990-06-23 09:00:00+00:00,28.32,18.9,722.0,818.9,141.0,316.8,2.28,65.0,87380.0
1990-06-23 10:00:00+00:00,30.9,13.85,895.0,885.1,144.0,325.9,4.34,93.0,87350.0
1990-06-23 11:00:00+00:00,32.57,11.8,1014.0,916.69,149.0,333.45,4.62,118.0,87310.0
1990-06-23 12:00:00+00:00,34.07,10.65,996.0,747.71,257.0,337.5,4.9,136.0,87280.0
1990-06-23 13:00:00+00:00,35.07,9.65,934.0,618.58,328.0,345.25,5.17,147.0,87220.0
1990-06-23 14:00:00+00:00,35.43,8.3,945.0,819.04,193.0,348.15,5.17,157.0,87150.0
1990-06-23 15:00:00+00:00,35.49,7.7,727.0,530.95,298.0,360.75,5.17,165.0,87110.0
1990-06-23 16:00:00+00:00,34.91,7.3,143.0,0.0,143.0,381.05,4.69,173.0,87080.0
1990-06-23 17:00:00+00:00,34.25,7.55,86.0,0.0,86.0,375.25,4.14,176.0,87060.0
1990-06-23 18:00:00+00:00,33.47,8.35,229.0,543.7,80.0,368.65,3.52,173.0,87070.0
1990-06-23 19:00:00+00:00,32.81,9.7,11.0,0.0,11.0,353.2,2.28,142.0,87090.0
1990-06-23 20:00:00+00:00,31.58,11.15,0.0,0.0,0.0,344.5,1.52,76.0,87120.0
1990-06-23 21:00:00+00:00,30.05,13.75,0.0,0.0,0.0,358.6,2.48,40.0,87190.0
1990-06-23 22:00:00+00:00,28.32,17.5,0.0,0.0,0.0,342.95,2.48,27.0,87230.0
1990-06-23 23:00:00+00:00,26.71,20.1,0.0,0.0,0.0,331.9,2.07,12.0,87280.0
1990-06-24 00:00:00+00:00,24.9,26.6,0.0,0.0,0.0,329.4,1.59,355.0,87270.0
1990-06-24 01:00:00+00:00,23.76,30.55,0.0,0.0,0.0,333.95,1.17,324.0,87290.0
1990-06-24 02:00:00+00:00,22.93,31.45,0.0,0.0,0.0,320.65,0.9,304.0,87290.0
1990-06-24 03:00:00+00:00,23.56,27.35,0.0,0.0,0.0,317.4,0.55,302.0,87300.0
1990-06-24 04:00:00+00:00,23.63,25.35,0.0,0.0,0.0,315.85,0.34,321.0,87320.0
1990-06-24 05:00:00+00:00,23.24,25.2,0.0,0.0,0.0,317.2,0.28,358.0,87340.0
1990-06-24 06:00:00+00:00,22.69,25.1,76.0,194.18,50.0,307.5,0.41,59.0,87400.0
1990-06-24 07:00:00+00:00,23.65,23.5,283.0,527.71,104.0,311.2,1.03,38.0,87500.0
1990-06-24 08:00:00+00:00,25.87,19.9,506.0,700.53,131.0,316.8,1.86,58.0,87530.0
1990-06-24 09:00:00+00:00,28.45,16.85,688.0,723.69,175.0,325.7,2.62,90.0,87570.0
1990-06-24 10:00:00+00:00,30.18,14.85,849.0,773.56,193.0,333.45,2.9,122.0,87530.0
1990-06-24 11:00:00+00:00,31.71,13.55,968.0,817.33,197.0,338.65,3.38,143.0,87530.0
1990-06-24 12:00:00+00:00,32.98,13.2,1027.0,845.94,191.0,347.55,3.66,152.0,87480.0
1990-06-24 13:00:00+00:00,33.93,11.95,1028.0,869.61,176.0,347.75,3.52,158.0,87420.0
1990-06-24 14:00:00+00:00,34.54,11.6,380.0,10.89,370.0,354.35,3.31,160.0,87350.0
1990-06-24 15:00:00+00:00,34.93,10.85,490.0,111.33,400.0,353.2,3.1,160.0,87300.0
1990-06-24 16:00:00+00:00,34.73,10.4,194.0,0.0,194.0,358.0,2.9,169.0,87260.0
1990-06-24 17:00:00+00:00,33.08,12.8,38.0,0.0,38.0,371.4,4.69,179.0,87320.0
1990-06-24 18:00:00+00:00,30.74,17.4,19.0,0.0,19.0,368.85,5.45,175.0,87450.0
1990-06-24 19:00:00+00:00,29.81,19.95,17.0,14.42,16.0,358.8,3.45,190.0,87450.0
1990-06-24 20:00:00+00:00,28.43,23.6,0.0,0.0,0.0,357.45,0.9,240.0,87500.0
1990-06-24 21:00:00+00:00,27.05,26.25,0.0,0.0,0.0,339.85,1.31,3.0,87560.0
1990-06-24 22:00:00+00:00,26.32,26.95,0.0,0.0,0.0,347.4,2.55,28.0,87630.0
1990-06-24 23:00:00+00:00,25.62,26.85,0.0,0.0,0.0,349.5,2.76,39.0,87670.0
1990-06-25 00:00:00+00:00,24.62,27.6,0.0,0.0,0.0,331.3,3.31,41.0,87660.0
1990-06-25 01:00:00+00:00,23.75,29.45,0.0,0.0,0.0,324.85,3.03,32.0,87620.0
1990-06-25 02:00:00+00:00,23.12,30.4,0.0,0.0,0.0,326.5,2.34,5.0,87560.0
1990-06-25 03:00:00+00:00,22.13,32.5,0.0,0.0,0.0,320.85,2.07,334.0,87530.0
1990-06-25 04:00:00+00:00,21.01,34.7,0.0,0.0,0.0,315.85,1.79,319.0,87520.0
1990-06-25 05:00:00+00:00,19.8,42.85,0.0,0.0,0.0,315.25,1.24,309.0,87550.0
1990-06-25 06:00:00+00:00,19.92,42.85,84.0,278.23,47.0,319.3,0.69,302.0,87630.0
1990-06-25 07:00:00+00:00,22.06,36.3,297.0,605.91,92.0,309.65,0.83,312.0,87680.0
1990-06-25 08:00:00+00:00,25.41,25.75,331.0,147.79,252.0,323.75,0.76,328.0,87740.0
1990-06-25 09:00:00+00:00,27.89,20.25,683.0,717.3,175.0,328.4,0.76,7.0,87770.0
1990-06-25 10:00:00+00:00,29.84,17.85,741.0,483.75,331.0,341.55,1.03,76.0,87770.0
1990-06-25 11:00:00+00:00,31.36,16.25,839.0,502.64,365.0,346.4,1.38,111.0,87760.0
1990-06-25 12:00:00+00:00,32.66,14.25,841.0,422.01,424.0,353.95,1.45,122.0,87730.0
1990-06-25 13:00:00+00:00,33.41,13.3,872.0,497.03,385.0,360.15,1.17,119.0,87660.0
1990-06-25 14:00:00+00:00,33.38,12.8,829.0,532.31,340.0,374.65,0.9,111.0,87590.0
1990-06-25 15:00:00+00:00,33.39,12.8,744.0,592.26,265.0,393.45,0.83,128.0,87560.0
1990-06-25 16:00:00+00:00,33.33,12.35,651.0,784.57,135.0,389.55,0.21,165.0,87520.0
1990-06-25 17:00:00+00:00,33.17,11.85,46.0,0.0,46.0,376.6,0.9,281.0,87490.0
1990-06-25 18:00:00+00:00,32.61,12.7,50.0,0.0,50.0,382.6,2.34,261.0,87520.0
1990-06-25 19:00:00+00:00,29.58,19.95,28.0,85.91,22.0,372.15,3.03,230.0,87660.0
1990-06-25 20:00:00+00:00,27.69,26.25,0.0,0.0,0.0,354.95,4.62,261.0,87760.0
1990-06-25 21:00:00+00:00,26.05,30.1,0.0,0.0,0.0,362.65,5.03,286.0,87810.0
1990-06-25 22:00:00+00:00,25.06,34.5,0.0,0.0,0.0,359.55,4.0,305.0,87840.0
1990-06-25 23:00:00+00:00,24.24,38.15,0.0,0.0,0.0,338.65,2.62,319.0,87850.0
1990-06-26 00:00:00+00:00,23.68,40.9,0.0,0.0,0.0,342.75,2.21,318.0,87810.0
1990-06-26 01:00:00+00:00,22.8,43.65,0.0,0.0,0.0,330.45,2.28,319.0,87750.0
1990-06-26 02:00:00+00:00,21.82,46.6,0.0,0.0,0.0,323.0,2.07,327.0,87670.0
1990-06-26 03:00:00+00:00,20.77,51.65,0.0,0.0,0.0,315.45,1.59,333.0,87620.0
1990-06-26 04:00:00+00:00,19.9,55.2,0.0,0.0,0.0,312.35,1.17,319.0,87610.0
