time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
1990-01-01 00:00:00+00:00,5.43,30.02,0.0,0.0,0.0,212.38,0.81,319.0,87660.0
1990-01-01 01:00:00+00:00,4.49,32.01,0.0,0.0,0.0,213.28,0.79,311.0,87620.0
1990-01-01 02:00:00+00:00,3.54,34.01,0.0,0.0,0.0,214.17,0.76,305.0,87560.0
1990-01-01 03:00:00+00:00,2.6,36.0,0.0,0.0,0.0,215.06,0.73,303.0,87550.0
1990-01-01 04:00:00+00:00,1.65,38.0,0.0,0.0,0.0,215.96,0.71,302.0,87500.0
1990-01-01 05:00:00+00:00,0.71,40.0,0.0,0.0,0.0,216.85,0.68,302.0,87520.0
1990-01-01 06:00:00+00:00,-0.24,41.99,0.0,0.0,0.0,217.75,0.65,298.0,87520.0
1990-01-01 07:00:00+00:00,-1.18,43.99,0.0,0.0,0.0,218.64,0.63,294.0,87570.0
1990-01-01 08:00:00+00:00,0.46,33.3,106.0,589.31,31.0,215.95,0.55,298.0,87580.0
1990-01-01 09:00:00+00:00,3.92,25.4,300.0,788.24,62.0,217.3,0.21,290.0,87630.0
1990-01-01 10:00:00+00:00,7.92,20.6,465.0,861.33,84.0,220.05,0.41,159.0,87660.0
1990-01-01 11:00:00+00:00,10.96,17.2,583.0,903.69,96.0,225.85,0.62,172.0,87650.0
1990-01-01 12:00:00+00:00,12.81,14.9,650.0,972.57,81.0,229.7,0.9,194.0,87580.0
1990-01-01 13:00:00+00:00,14.36,12.85,633.0,934.86,93.0,232.8,1.52,194.0,87480.0
1990-01-01 14:00:00+00:00,15.47,11.0,554.0,891.42,93.0,234.75,2.14,193.0,87400.0
1990-01-01 15:00:00+00:00,16.06,9.45,423.0,853.48,75.0,235.7,2.28,196.0,87350.0
1990-01-01 16:00:00+00:00,16.14,9.05,245.0,755.3,51.0,236.85,2.21,198.0,87340.0
1990-01-01 17:00:00+00:00,15.52,9.65,50.0,428.01,18.0,236.1,2.07,191.0,87360.0
1990-01-01 18:00:00+00:00,13.65,11.7,0.0,0.0,0.0,233.6,1.52,196.0,87400.0
1990-01-01 19:00:00+00:00,12.96,13.1,0.0,0.0,0.0,231.25,0.76,217.0,87450.0
1990-01-01 20:00:00+00:00,11.58,16.0,0.0,0.0,0.0,229.9,0.48,277.0,87480.0
1990-01-01 21:00:00+00:00,9.87,21.85,0.0,0.0,0.0,228.55,0.69,301.0,87540.0
1990-01-01 22:00:00+00:00,8.03,26.65,0.0,0.0,0.0,227.6,0.76,308.0,87550.0
1990-01-01 23:00:00+00:00,6.18,33.5,0.0,0.0,0.0,228.75,0.9,311.0,87580.0
1990-01-02 00:00:00+00:00,4.35,42.15,0.0,0.0,0.0,226.4,0.97,309.0,87580.0
1990-01-02 01:00:00+00:00,3.74,43.75,0.0,0.0,0.0,226.9,0.76,303.0,87580.0
1990-01-02 02:00:00+00:00,3.12,43.6,0.0,0.0,0.0,233.2,0.69,307.0,87540.0
1990-01-02 03:00:00+00:00,2.68,43.45,0.0,0.0,0.0,236.1,0.76,300.0,87520.0
1990-01-02 04:00:00+00:00,2.32,43.3,0.0,0.0,0.0,239.75,0.83,298.0,87500.0
1990-01-02 05:00:00+00:00,1.92,39.9,0.0,0.0,0.0,235.3,0.76,299.0,87500.0
1990-01-02 06:00:00+00:00,1.61,38.1,0.0,0.0,0.0,235.7,0.55,302.0,87500.0
1990-01-02 07:00:00+00:00,0.95,41.3,0.0,0.0,0.0,230.65,0.69,299.0,87570.0
1990-01-02 08:00:00+00:00,0.75,41.15,103.0,575.78,30.0,232.05,0.83,298.0,87610.0
1990-01-02 09:00:00+00:00,4.9,29.15,290.0,742.27,66.0,235.9,0.48,301.0,87660.0
1990-01-02 10:00:00+00:00,9.02,28.05,453.0,831.52,85.0,241.5,0.07,228.0,87690.0
1990-01-02 11:00:00+00:00,12.35,16.8,579.0,924.86,80.0,249.25,0.41,169.0,87670.0
1990-01-02 12:00:00+00:00,14.54,14.6,636.0,943.52,83.0,255.05,0.69,193.0,87590.0
1990-01-02 13:00:00+00:00,16.28,11.7,624.0,923.87,89.0,260.3,1.03,193.0,87520.0
1990-01-02 14:00:00+00:00,17.55,10.45,546.0,880.61,89.0,263.6,1.59,193.0,87430.0
1990-01-02 15:00:00+00:00,18.33,9.8,414.0,824.76,76.0,266.5,1.93,195.0,87410.0
1990-01-02 16:00:00+00:00,18.52,10.2,242.0,737.16,51.0,265.1,2.21,194.0,87450.0
1990-01-02 17:00:00+00:00,17.85,11.0,51.0,428.07,18.0,264.95,2.55,183.0,87480.0
1990-01-02 18:00:00+00:00,15.91,13.2,0.0,0.0,0.0,260.5,2.21,177.0,87540.0
1990-01-02 19:00:00+00:00,14.04,18.0,0.0,0.0,0.0,258.15,1.31,179.0,87570.0
1990-01-02 20:00:00+00:00,13.87,17.9,0.0,0.0,0.0,256.05,0.76,164.0,87620.0
1990-01-02 21:00:00+00:00,12.89,20.85,0.0,0.0,0.0,254.65,0.55,147.0,87670.0
1990-01-02 22:00:00+00:00,11.86,23.35,0.0,0.0,0.0,253.3,0.28,120.0,87710.0
1990-01-02 23:00:00+00:00,10.88,26.1,0.0,0.0,0.0,252.75,0.14,31.0,87740.0
1990-01-03 00:00:00+00:00,9.88,29.2,0.0,0.0,0.0,252.15,0.41,335.0,87730.0
1990-01-03 01:00:00+00:00,8.94,30.3,0.0,0.0,0.0,251.7,0.69,315.0,87730.0
1990-01-03 02:00:00+00:00,8.22,32.7,0.0,0.0,0.0,251.95,0.69,311.0,87700.0
1990-01-03 03:00:00+00:00,7.6,35.3,0.0,0.0,0.0,251.4,0.69,310.0,87700.0
1990-01-03 04:00:00+00:00,6.94,38.0,0.0,0.0,0.0,251.0,0.76,310.0,87710.0
1990-01-03 05:00:00+00:00,6.32,39.4,0.0,0.0,0.0,250.6,0.83,308.0,87720.0
1990-01-03 06:00:00+00:00,5.83,40.9,0.0,0.0,0.0,250.05,0.83,305.0,87740.0
1990-01-03 07:00:00+00:00,3.99,47.6,0.0,0.0,0.0,249.05,0.69,298.0,87780.0
1990-01-03 08:00:00+00:00,4.05,47.6,99.0,538.0,31.0,249.45,0.62,296.0,87850.0
1990-01-03 09:00:00+00:00,7.38,38.1,292.0,775.56,58.0,252.55,0.28,296.0,87910.0
1990-01-03 10:00:00+00:00,11.96,28.6,458.0,871.55,72.0,257.6,0.14,189.0,87940.0
1990-01-03 11:00:00+00:00,14.56,22.25,573.0,901.38,86.0,264.15,0.55,155.0,87920.0
1990-01-03 12:00:00+00:00,16.65,17.85,633.0,936.54,83.0,269.4,1.1,166.0,87820.0
1990-01-03 13:00:00+00:00,18.16,14.25,621.0,916.23,89.0,273.05,1.72,174.0,87720.0
1990-01-03 14:00:00+00:00,19.19,13.35,541.0,856.29,95.0,274.6,2.21,177.0,87630.0
1990-01-03 15:00:00+00:00,19.69,12.4,414.0,818.01,77.0,274.4,2.62,179.0,87580.0
1990-01-03 16:00:00+00:00,19.67,12.4,242.0,726.77,52.0,273.05,2.9,181.0,87610.0
1990-01-03 17:00:00+00:00,18.88,13.8,51.0,402.62,19.0,269.6,2.83,177.0,87630.0
1990-01-03 18:00:00+00:00,17.22,15.3,0.0,0.0,0.0,264.75,2.34,170.0,87670.0
1990-01-03 19:00:00+00:00,15.68,16.95,0.0,0.0,0.0,261.25,1.59,163.0,87700.0
1990-01-03 20:00:00+00:00,14.86,18.9,0.0,0.0,0.0,258.75,0.9,158.0,87740.0
1990-01-03 21:00:00+00:00,14.7,18.15,0.0,0.0,0.0,257.0,0.55,156.0,87780.0
1990-01-03 22:00:00+00:00,13.63,20.25,0.0,0.0,0.0,255.25,0.34,171.0,87810.0
1990-01-03 23:00:00+00:00,12.36,23.45,0.0,0.0,0.0,253.9,0.21,220.0,87810.0
1990-01-04 00:00:00+00:00,10.82,27.2,0.0,0.0,0.0,252.75,0.28,275.0,87820.0
1990-01-04 01:00:00+00:00,9.19,30.4,0.0,0.0,0.0,251.9,0.41,291.0,87770.0
1990-01-04 02:00:00+00:00,7.74,35.3,0.0,0.0,0.0,251.6,0.62,300.0,87730.0
1990-01-04 03:00:00+00:00,6.45,42.7,0.0,0.0,0.0,250.4,0.76,301.0,87720.0
1990-01-04 04:00:00+00:00,5.25,47.85,0.0,0.0,0.0,250.05,0.83,299.0,87710.0
1990-01-04 05:00:00+00:00,4.01,55.85,0.0,0.0,0.0,248.5,0.9,298.0,87720.0
1990-01-04 06:00:00+00:00,3.27,62.6,0.0,0.0,0.0,248.3,0.9,297.0,87720.0
1990-01-04 07:00:00+00:00,2.26,73.0,0.0,0.0,0.0,246.95,1.1,298.0,87770.0
1990-01-04 08:00:00+00:00,2.57,70.3,100.0,547.2,31.0,248.65,1.03,297.0,87790.0
1990-01-04 09:00:00+00:00,7.23,52.35,289.0,742.32,65.0,251.2,0.69,304.0,87870.0
1990-01-04 10:00:00+00:00,11.38,42.3,462.0,879.73,72.0,257.4,0.48,305.0,87880.0
1990-01-04 11:00:00+00:00,15.14,31.95,581.0,925.83,80.0,266.5,0.48,274.0,87870.0
1990-01-04 12:00:00+00:00,17.53,27.85,643.0,958.31,79.0,272.85,1.17,284.0,87770.0
1990-01-04 13:00:00+00:00,19.45,23.4,627.0,925.64,88.0,276.35,1.86,302.0,87720.0
1990-01-04 14:00:00+00:00,20.61,20.25,547.0,866.42,94.0,277.5,2.28,308.0,87610.0
1990-01-04 15:00:00+00:00,21.14,18.1,422.0,842.55,73.0,276.35,2.55,311.0,87560.0
1990-01-04 16:00:00+00:00,21.06,17.25,247.0,739.11,52.0,273.05,3.17,315.0,87570.0
1990-01-04 17:00:00+00:00,19.97,17.85,54.0,402.78,21.0,267.05,3.79,317.0,87590.0
1990-01-04 18:00:00+00:00,17.19,23.8,0.0,0.0,0.0,260.65,4.41,322.0,87660.0
1990-01-04 19:00:00+00:00,15.59,32.1,0.0,0.0,0.0,256.8,3.03,320.0,87670.0
1990-01-04 20:00:00+00:00,13.48,42.8,0.0,0.0,0.0,250.4,2.62,316.0,87700.0
1990-01-04 21:00:00+00:00,11.64,49.45,0.0,0.0,0.0,245.75,2.34,316.0,87720.0
1990-01-04 22:00:00+00:00,10.09,57.15,0.0,0.0,0.0,244.6,2.14,318.0,87760.0
1990-01-04 23:00:00+00:00,8.82,61.45,0.0,0.0,0.0,245.95,1.93,317.0,87780.0
1990-01-05 00:00:00+00:00,7.69,63.6,0.0,0.0,0.0,246.95,1.72,315.0,87780.0
1990-01-05 01:00:00+00:00,6.43,68.3,0.0,0.0,0.0,246.05,1.59,311.0,87770.0
1990-01-05 02:00:00+00:00,5.25,70.8,0.0,0.0,0.0,242.1,1.31,309.0,87730.0
1990-01-05 03:00:00+00:00,4.85,65.4,0.0,0.0,0.0,241.15,1.17,309.0,87720.0
1990-01-05 04:00:00+00:00,4.56,60.5,0.0,0.0,0.0,240.75,1.1,307.0,87710.0
1990-01-05 05:00:00+00:00,4.11,58.05,0.0,0.0,0.0,240.35,1.17,307.0,87700.0
1990-01-05 06:00:00+00:00,4.34,53.65,0.0,0.0,0.0,240.75,1.1,310.0,87720.0
1990-01-05 07:00:00+00:00,3.78,53.5,0.0,0.0,0.0,238.2,0.83,303.0,87740.0
1990-01-05 08:00:00+00:00,4.02,47.6,104.0,603.69,28.0,239.0,0.69,307.0,87820.0
1990-01-05 09:00:00+00:00,7.38,35.15,292.0,751.91,65.0,243.45,0.34,333.0,87880.0
1990-01-05 10:00:00+00:00,11.35,30.85,451.0,793.05,99.0,248.65,0.28,28.0,87920.0
1990-01-05 11:00:00+00:00,14.75,24.1,587.0,935.27,80.0,255.85,0.76,87.0,87910.0
1990-01-05 12:00:00+00:00,16.65,22.75,649.0,967.95,78.0,262.6,1.45,116.0,87810.0
1990-01-05 13:00:00+00:00,17.94,20.45,631.0,917.73,95.0,266.1,2.0,134.0,87710.0
1990-01-05 14:00:00+00:00,18.74,19.1,560.0,908.71,83.0,268.05,2.14,153.0,87640.0
1990-01-05 15:00:00+00:00,19.13,17.75,425.0,837.85,76.0,268.2,2.28,169.0,87600.0
1990-01-05 16:00:00+00:00,19.09,18.35,251.0,739.76,54.0,266.85,2.34,178.0,87620.0
1990-01-05 17:00:00+00:00,18.46,18.25,56.0,402.64,22.0,263.95,2.41,175.0,87620.0
1990-01-05 18:00:00+00:00,17.13,19.5,0.0,0.0,0.0,258.95,2.28,170.0,87650.0
1990-01-05 19:00:00+00:00,15.68,19.15,0.0,0.0,0.0,255.25,2.07,171.0,87680.0
1990-01-05 20:00:00+00:00,14.12,22.1,0.0,0.0,0.0,253.15,1.17,178.0,87700.0
1990-01-05 21:00:00+00:00,14.68,20.5,0.0,0.0,0.0,251.4,0.76,178.0,87730.0
1990-01-05 22:00:00+00:00,13.7,21.1,0.0,0.0,0.0,250.4,0.62,167.0,87720.0
1990-01-05 23:00:00+00:00,12.56,22.65,0.0,0.0,0.0,248.85,0.28,168.0,87710.0
1990-01-06 00:00:00+00:00,11.46,25.2,0.0,0.0,0.0,247.5,0.07,191.0,87690.0
1990-01-06 01:00:00+00:00,10.43,27.05,0.0,0.0,0.0,246.05,0.07,289.0,87670.0
1990-01-06 02:00:00+00:00,9.57,28.05,0.0,0.0,0.0,245.2,0.28,284.0,87640.0
1990-01-06 03:00:00+00:00,8.65,30.3,0.0,0.0,0.0,244.4,0.48,290.0,87640.0
1990-01-06 04:00:00+00:00,7.53,32.55,0.0,0.0,0.0,243.65,0.69,294.0,87620.0
1990-01-06 05:00:00+00:00,6.32,36.35,0.0,0.0,0.0,243.25,0.83,293.0,87630.0
1990-01-06 06:00:00+00:00,5.26,39.1,0.0,0.0,0.0,242.85,0.76,293.0,87630.0
1990-01-06 07:00:00+00:00,4.61,40.6,0.0,0.0,0.0,241.7,0.76,297.0,87610.0
1990-01-06 08:00:00+00:00,4.03,42.15,100.0,556.51,30.0,241.9,0.69,295.0,87660.0
1990-01-06 09:00:00+00:00,7.09,33.75,291.0,748.01,65.0,245.2,0.34,287.0,87690.0
1990-01-06 10:00:00+00:00,10.92,31.95,462.0,868.41,76.0,249.65,0.14,196.0,87700.0
1990-01-06 11:00:00+00:00,14.04,21.25,582.0,915.04,85.0,256.2,0.69,165.0,87690.0
1990-01-06 12:00:00+00:00,16.14,19.25,641.0,933.41,89.0,262.2,1.45,183.0,87600.0
1990-01-06 13:00:00+00:00,17.81,17.4,637.0,947.26,82.0,266.85,2.28,194.0,87510.0
1990-01-06 14:00:00+00:00,18.91,16.25,554.0,870.82,95.0,269.2,2.62,201.0,87410.0
1990-01-06 15:00:00+00:00,19.55,15.1,422.0,802.01,86.0,270.95,2.62,204.0,87360.0
1990-01-06 16:00:00+00:00,19.73,14.6,254.0,747.64,53.0,270.35,2.48,202.0,87370.0
1990-01-06 17:00:00+00:00,19.21,14.5,59.0,448.2,20.0,267.85,2.28,191.0,87380.0
1990-01-06 18:00:00+00:00,17.53,15.9,0.0,0.0,0.0,262.2,1.86,182.0,87410.0
1990-01-06 19:00:00+00:00,15.48,19.0,0.0,0.0,0.0,256.8,1.31,188.0,87440.0
1990-01-06 20:00:00+00:00,15.72,16.95,0.0,0.0,0.0,252.15,0.62,211.0,87490.0
1990-01-06 21:00:00+00:00,14.47,19.55,0.0,0.0,0.0,248.3,0.34,240.0,87510.0
1990-01-06 22:00:00+00:00,12.89,23.6,0.0,0.0,0.0,244.6,0.21,293.0,87550.0
1990-01-06 23:00:00+00:00,11.1,26.25,0.0,0.0,0.0,241.7,0.34,325.0,87550.0
1990-01-07 00:00:00+00:00,9.32,30.4,0.0,0.0,0.0,239.0,0.48,324.0,87560.0
1990-01-07 01:00:00+00:00,7.72,35.3,0.0,0.0,0.0,237.75,0.55,317.0,87540.0
1990-01-07 02:00:00+00:00,6.47,38.0,0.0,0.0,0.0,237.65,0.62,312.0,87530.0
1990-01-07 03:00:00+00:00,5.68,39.25,0.0,0.0,0.0,240.15,0.69,308.0,87520.0
1990-01-07 04:00:00+00:00,5.13,40.75,0.0,0.0,0.0,237.65,0.83,303.0,87500.0
1990-01-07 05:00:00+00:00,4.8,40.6,0.0,0.0,0.0,236.5,0.83,300.0,87520.0
1990-01-07 06:00:00+00:00,4.51,39.0,0.0,0.0,0.0,232.05,0.76,304.0,87520.0
1990-01-07 07:00:00+00:00,4.07,40.45,0.0,0.0,0.0,230.85,0.69,303.0,87590.0
1990-01-07 08:00:00+00:00,4.03,38.85,100.0,540.67,32.0,231.45,0.62,303.0,87630.0
1990-01-07 09:00:00+00:00,7.03,28.65,299.0,793.45,59.0,235.15,0.34,311.0,87700.0
1990-01-07 10:00:00+00:00,11.54,21.5,467.0,869.21,80.0,239.95,0.0,27.0,87730.0
1990-01-07 11:00:00+00:00,14.23,18.8,584.0,894.71,97.0,245.75,0.41,108.0,87720.0
1990-01-07 12:00:00+00:00,16.22,15.7,647.0,930.93,95.0,251.75,0.97,144.0,87650.0
1990-01-07 13:00:00+00:00,17.63,13.6,637.0,910.1,102.0,255.65,1.66,161.0,87550.0
1990-01-07 14:00:00+00:00,18.55,12.6,567.0,903.0,89.0,257.0,2.14,169.0,87480.0
1990-01-07 15:00:00+00:00,18.95,12.2,435.0,849.49,77.0,257.2,2.41,172.0,87440.0
1990-01-07 16:00:00+00:00,18.85,11.7,259.0,755.18,54.0,255.25,2.62,170.0,87440.0
1990-01-07 17:00:00+00:00,18.12,12.1,64.0,490.82,20.0,252.35,2.55,168.0,87450.0
1990-01-07 18:00:00+00:00,16.67,13.4,0.0,0.0,0.0,247.9,2.07,163.0,87480.0
1990-01-07 19:00:00+00:00,14.9,16.0,0.0,0.0,0.0,245.95,1.31,163.0,87490.0
1990-01-07 20:00:00+00:00,15.24,14.85,0.0,0.0,0.0,244.2,0.83,167.0,87530.0
1990-01-07 21:00:00+00:00,14.3,15.9,0.0,0.0,0.0,242.65,0.62,175.0,87550.0
1990-01-07 22:00:00+00:00,13.18,17.8,0.0,0.0,0.0,241.7,0.41,166.0,87600.0
1990-01-07 23:00:00+00:00,11.95,19.75,0.0,0.0,0.0,240.55,0.28,128.0,87610.0
1990-01-08 00:00:00+00:00,10.81,21.25,0.0,0.0,0.0,239.6,0.28,108.0,87610.0
1990-01-08 01:00:00+00:00,9.72,22.8,0.0,0.0,0.0,238.15,0.21,99.0,87590.0
1990-01-08 02:00:00+00:00,8.66,23.65,0.0,0.0,0.0,237.45,0.14,63.0,87580.0
1990-01-08 03:00:00+00:00,7.64,25.4,0.0,0.0,0.0,235.9,0.21,12.0,87560.0
1990-01-08 04:00:00+00:00,6.57,28.5,0.0,0.0,0.0,235.3,0.34,337.0,87550.0
1990-01-08 05:00:00+00:00,5.62,30.7,0.0,0.0,0.0,234.55,0.48,315.0,87570.0
1990-01-08 06:00:00+00:00,4.79,34.45,0.0,0.0,0.0,233.95,0.62,306.0,87580.0
1990-01-08 07:00:00+00:00,5.45,30.7,0.0,0.0,0.0,234.15,0.69,308.0,87630.0
1990-01-08 08:00:00+00:00,4.91,34.45,102.0,564.17,31.0,234.15,0.62,312.0,87670.0
1990-01-08 09:00:00+00:00,7.08,28.65,296.0,772.49,62.0,237.45,0.41,326.0,87710.0
1990-01-08 10:00:00+00:00,10.18,29.35,471.0,894.46,72.0,241.5,0.28,35.0,87730.0
1990-01-08 11:00:00+00:00,13.52,21.85,587.0,909.14,91.0,248.5,0.76,95.0,87720.0
1990-01-08 12:00:00+00:00,15.28,19.8,643.0,909.82,102.0,254.3,1.31,123.0,87650.0
1990-01-08 13:00:00+00:00,16.41,20.05,640.0,923.9,95.0,257.95,1.86,136.0,87550.0
1990-01-08 14:00:00+00:00,17.1,19.5,561.0,865.17,101.0,259.7,2.07,134.0,87470.0
1990-01-08 15:00:00+00:00,17.39,20.3,431.0,813.7,86.0,259.9,2.21,129.0,87390.0
1990-01-08 16:00:00+00:00,17.3,20.3,260.0,736.87,58.0,257.6,2.28,132.0,87380.0
1990-01-08 17:00:00+00:00,16.68,21.0,69.0,552.36,18.0,254.3,2.41,131.0,87380.0
1990-01-08 18:00:00+00:00,15.52,24.25,0.0,0.0,0.0,249.45,2.07,126.0,87410.0
1990-01-08 19:00:00+00:00,14.12,26.0,0.0,0.0,0.0,246.35,2.0,132.0,87430.0
1990-01-08 20:00:00+00:00,12.3,29.9,0.0,0.0,0.0,243.85,1.86,129.0,87490.0
1990-01-08 21:00:00+00:00,10.42,35.85,0.0,0.0,0.0,242.65,1.93,120.0,87520.0
1990-01-08 22:00:00+00:00,9.2,37.2,0.0,0.0,0.0,241.9,1.79,107.0,87560.0
1990-01-08 23:00:00+00:00,8.67,37.05,0.0,0.0,0.0,241.15,1.59,94.0,87550.0
1990-01-09 00:00:00+00:00,8.37,38.4,0.0,0.0,0.0,238.05,1.38,74.0,87540.0
1990-01-09 01:00:00+00:00,8.31,38.4,0.0,0.0,0.0,236.0,1.24,61.0,87480.0
1990-01-09 02:00:00+00:00,7.99,38.4,0.0,0.0,0.0,233.75,1.03,43.0,87460.0
1990-01-09 03:00:00+00:00,7.07,41.3,0.0,0.0,0.0,231.45,0.97,35.0,87430.0
1990-01-09 04:00:00+00:00,6.37,44.45,0.0,0.0,0.0,236.1,0.9,26.0,87430.0
1990-01-09 05:00:00+00:00,5.92,46.1,0.0,0.0,0.0,249.45,0.9,21.0,87430.0
1990-01-09 06:00:00+00:00,5.54,44.3,0.0,0.0,0.0,253.5,0.97,19.0,87400.0
1990-01-09 07:00:00+00:00,5.46,46.1,0.0,0.0,0.0,251.6,0.97,10.0,87440.0
1990-01-09 08:00:00+00:00,5.38,47.85,97.0,491.97,35.0,260.3,0.9,9.0,87460.0
1990-01-09 09:00:00+00:00,6.37,44.45,227.0,303.17,135.0,271.9,0.69,10.0,87500.0
1990-01-09 10:00:00+00:00,8.36,38.4,432.0,675.58,130.0,267.25,1.03,52.0,87500.0
1990-01-09 11:00:00+00:00,11.18,33.4,416.0,257.8,275.0,262.8,2.0,91.0,87460.0
1990-01-09 12:00:00+00:00,13.12,29.0,645.0,920.53,96.0,248.1,3.24,104.0,87340.0
1990-01-09 13:00:00+00:00,14.44,27.05,635.0,900.3,102.0,250.8,4.14,110.0,87230.0
1990-01-09 14:00:00+00:00,15.16,24.25,469.0,456.83,225.0,252.15,4.83,116.0,87120.0
1990-01-09 15:00:00+00:00,15.4,23.3,385.0,543.8,153.0,252.35,5.17,118.0,87040.0
1990-01-09 16:00:00+00:00,15.06,22.4,129.0,39.73,118.0,249.05,5.38,119.0,87030.0
1990-01-09 17:00:00+00:00,13.99,24.85,49.0,147.26,35.0,245.95,5.31,117.0,87040.0
1990-01-09 18:00:00+00:00,12.23,28.75,0.0,0.0,0.0,241.7,4.34,113.0,87070.0
1990-01-09 19:00:00+00:00,11.17,32.1,0.0,0.0,0.0,240.75,3.66,106.0,87070.0
1990-01-09 20:00:00+00:00,10.32,35.85,0.0,0.0,0.0,253.1,2.97,114.0,87110.0
1990-01-09 21:00:00+00:00,10.02,35.85,0.0,0.0,0.0,289.5,2.76,122.0,87140.0
1990-01-09 22:00:00+00:00,9.62,38.7,0.0,0.0,0.0,301.5,2.9,116.0,87180.0
1990-01-09 23:00:00+00:00,9.26,38.7,0.0,0.0,0.0,310.2,3.1,103.0,87150.0
1990-01-10 00:00:00+00:00,8.94,40.1,0.0,0.0,0.0,311.0,3.24,97.0,87110.0
1990-01-10 01:00:00+00:00,8.58,41.7,0.0,0.0,0.0,309.55,2.9,98.0,87070.0
1990-01-10 02:00:00+00:00,8.05,45.0,0.0,0.0,0.0,299.55,2.41,95.0,87040.0
1990-01-10 03:00:00+00:00,7.39,50.35,0.0,0.0,0.0,289.1,2.07,87.0,87040.0
1990-01-10 04:00:00+00:00,6.9,52.2,0.0,0.0,0.0,286.8,2.41,73.0,86980.0
1990-01-10 05:00:00+00:00,6.13,56.3,0.0,0.0,0.0,269.0,2.55,88.0,86950.0
1990-01-10 06:00:00+00:00,5.64,63.15,0.0,0.0,0.0,290.3,2.14,99.0,86940.0
1990-01-10 07:00:00+00:00,5.6,65.65,0.0,0.0,0.0,295.3,2.55,90.0,86980.0
1990-01-10 08:00:00+00:00,5.29,70.8,66.0,118.77,51.0,303.85,3.31,89.0,87050.0
1990-01-10 09:00:00+00:00,4.72,76.3,111.0,6.58,109.0,308.5,3.93,85.0,87100.0
1990-01-10 10:00:00+00:00,4.75,76.3,47.0,0.0,47.0,303.45,4.14,83.0,87150.0
1990-01-10 11:00:00+00:00,5.58,73.65,90.0,0.0,90.0,303.65,4.34,80.0,87130.0
1990-01-10 12:00:00+00:00,6.5,71.05,128.0,0.0,128.0,295.5,4.21,82.0,87030.0
1990-01-10 13:00:00+00:00,7.78,68.6,139.0,0.0,139.0,292.8,4.62,90.0,86920.0
1990-01-10 14:00:00+00:00,8.38,68.7,157.0,0.0,157.0,283.7,4.76,94.0,86840.0
1990-01-10 15:00:00+00:00,8.46,68.7,119.0,0.0,119.0,281.0,5.31,93.0,86770.0
1990-01-10 16:00:00+00:00,8.42,68.7,91.0,3.58,90.0,277.3,5.52,94.0,86780.0
1990-01-10 17:00:00+00:00,7.69,71.25,61.0,306.55,31.0,274.6,4.69,92.0,86780.0
1990-01-10 18:00:00+00:00,6.83,76.65,0.0,0.0,0.0,264.55,3.38,89.0,86830.0
1990-01-10 19:00:00+00:00,6.86,76.65,0.0,0.0,0.0,276.55,3.1,89.0,86840.0
1990-01-10 20:00:00+00:00,6.45,76.55,0.0,0.0,0.0,279.25,3.03,82.0,86900.0
1990-01-10 21:00:00+00:00,6.36,76.55,0.0,0.0,0.0,304.4,3.1,73.0,86940.0
1990-01-10 22:00:00+00:00,5.81,79.4,0.0,0.0,0.0,276.95,2.83,60.0,86990.0
1990-01-10 23:00:00+00:00,5.61,79.4,0.0,0.0,0.0,289.7,2.34,47.0,86990.0
1990-01-11 00:00:00+00:00,5.17,79.35,0.0,0.0,0.0,270.95,1.93,29.0,86980.0
1990-01-11 01:00:00+00:00,4.48,79.3,0.0,0.0,0.0,265.05,2.0,2.0,86950.0
1990-01-11 02:00:00+00:00,3.96,82.3,0.0,0.0,0.0,267.05,2.0,346.0,86920.0
1990-01-11 03:00:00+00:00,3.22,85.4,0.0,0.0,0.0,255.25,2.0,331.0,86900.0
1990-01-11 04:00:00+00:00,2.6,88.65,0.0,0.0,0.0,253.9,2.0,324.0,86900.0
1990-01-11 05:00:00+00:00,1.88,92.05,0.0,0.0,0.0,245.75,1.86,318.0,86900.0
1990-01-11 06:00:00+00:00,0.94,88.55,0.0,0.0,0.0,238.6,1.79,310.0,86910.0
1990-01-11 07:00:00+00:00,0.63,92.0,0.0,0.0,0.0,242.3,1.79,299.0,86910.0
1990-01-11 08:00:00+00:00,-0.06,92.0,106.0,631.6,26.0,231.05,1.52,300.0,86960.0
1990-01-11 09:00:00+00:00,3.39,88.7,312.0,885.72,42.0,233.2,1.1,310.0,87050.0
1990-01-11 10:00:00+00:00,7.39,65.95,491.0,992.83,45.0,246.15,1.1,318.0,87050.0
1990-01-11 11:00:00+00:00,9.31,57.05,620.0,1045.51,45.0,243.05,1.17,302.0,87090.0
1990-01-11 12:00:00+00:00,10.78,53.1,682.0,1057.94,47.0,245.75,1.45,297.0,87030.0
1990-01-11 13:00:00+00:00,11.91,49.45,666.0,1014.15,61.0,249.25,1.72,298.0,86980.0
1990-01-11 14:00:00+00:00,12.85,46.1,583.0,947.67,72.0,251.2,2.07,292.0,86970.0
1990-01-11 15:00:00+00:00,13.47,42.8,443.0,853.94,74.0,252.55,2.34,289.0,86980.0
1990-01-11 16:00:00+00:00,13.68,39.8,270.0,768.02,53.0,250.2,2.55,288.0,87040.0
1990-01-11 17:00:00+00:00,13.1,42.8,70.0,446.85,25.0,253.5,2.34,286.0,87100.0
