location,coldstart_count,lost_production_hours,methane_output_kwh,bess_deep_discharge,curtailed_kwh,reactor_warm_fraction_pct,reserve_active_hours
sevilla,29,432,435543.02865877846,28,17.405986209657264,44.21232876712329,0
